who,numw,file,textdesc,speech,PRS-ID,PERM-RESD,CHILD-RESD,SEX,AGE,DOMAIN,CHANNEL,SUBCORPUS,TYPE
Bm-prof-02332,59,SPOG-Gos056-JIssjzpsdr-bo0912021235.xml,"poklicna strokovna, družboslovje",Gos056,Bm-prof-02332,osrednjeslovenska,-,moški,30 do 59 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Cm-ucen-02333,6,SPOG-Gos056-JIssjzpsdr-bo0912021235.xml,"poklicna strokovna, družboslovje",Gos056,Cm-ucen-02333,osrednjeslovenska,-,moški,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Ef-ucen-02335,18,SPOG-Gos056-JIssjzpsdr-bo0912021235.xml,"poklicna strokovna, družboslovje",Gos056,Ef-ucen-02335,osrednjeslovenska,-,ženski,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
If-ucen-02339,2,SPOG-Gos056-JIssjzpsdr-bo0912021235.xml,"poklicna strokovna, družboslovje",Gos056,If-ucen-02339,osrednjeslovenska,-,ženski,10 do 18 let,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Pn-vsiucenci-10000,0,SPOG-Gos056-JIssjzpsdr-bo0912021235.xml,"poklicna strokovna, družboslovje",Gos056,Pn-vsiucenci-10000,-,-,-,-,"poklicna strokovna, družboslovje",osebni stik,Gos,informativno-izobraževalni
Gm-inte-01602,14,SPOG-Gos104-JItvslpour-rd0904151220.xml,"PopTV, 24ur",Gos104,Gm-inte-01602,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Bf-stra-02329,24,SPOG-Gos193-NNosmbfrst-sv1006161451.xml,storitev,Gos193,Bf-stra-02329,pomurska,-,ženski,18 do 34 let,storitev,osebni stik,Gos,nezasebni
Cf-stra-07534,49,SPOG-Gos193-NNosmbfrst-sv1006161451.xml,storitev,Gos193,Cf-stra-07534,"podravska, osrednjeslovenska",-,ženski,18 do 34 let,storitev,osebni stik,Gos,nezasebni
Zm-prof-01084,103,SPOG-Gos002-JIfajzakhu-np1003120917.xml,"akademski, humanistika",Gos002,Zm-prof-01084,"osrednjeslovenska, jugovzhodna Slovenija",-,moški,30 do 59 let,"akademski, humanistika",osebni stik,Gos,informativno-izobraževalni
Af-ucen-09041,46,SPOG-Gos010-JIosjzdrdr-ak1001100900.xml,"2. triletje, družboslovje",Gos010,Af-ucen-09041,gorenjska,-,ženski,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Em-ucen-09046,21,SPOG-Gos010-JIosjzdrdr-ak1001100900.xml,"2. triletje, družboslovje",Gos010,Em-ucen-09046,gorenjska,-,moški,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Jf-ucen-09052,6,SPOG-Gos010-JIosjzdrdr-ak1001100900.xml,"2. triletje, družboslovje",Gos010,Jf-ucen-09052,gorenjska,-,ženski,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Pf-prof-09042,25,SPOG-Gos010-JIosjzdrdr-ak1001100900.xml,"2. triletje, družboslovje",Gos010,Pf-prof-09042,gorenjska,-,ženski,18 do 34 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Jm-ucen-01064,33,SPOG-Gos020-JIossvtrdr-is0911272343.xml,"3. triletje, družboslovje",Gos020,Jm-ucen-01064,koroška,-,moški,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Mf-prof-01061,113,SPOG-Gos020-JIossvtrdr-is0911272343.xml,"3. triletje, družboslovje",Gos020,Mf-prof-01061,"koroška, podravska",-,ženski,30 do 59 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Pn-vsiucenci-10000,2,SPOG-Gos020-JIossvtrdr-is0911272343.xml,"3. triletje, družboslovje",Gos020,Pn-vsiucenci-10000,-,-,-,-,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Tf-ucen-01069,4,SPOG-Gos020-JIossvtrdr-is0911272343.xml,"3. triletje, družboslovje",Gos020,Tf-ucen-01069,koroška,-,ženski,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Uf-ucen-01070,0,SPOG-Gos020-JIossvtrdr-is0911272343.xml,"3. triletje, družboslovje",Gos020,Uf-ucen-01070,koroška,-,ženski,10 do 18 let,"3. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Am-ucen-09034,11,SPOG-Gos011-JIosjzdrdr-np0912052335.xml,"2. triletje, družboslovje",Gos011,Am-ucen-09034,osrednjeslovenska,-,moški,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Bm-ucen-09035,8,SPOG-Gos011-JIosjzdrdr-np0912052335.xml,"2. triletje, družboslovje",Gos011,Bm-ucen-09035,osrednjeslovenska,-,moški,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Df-ucen-09037,11,SPOG-Gos011-JIosjzdrdr-np0912052335.xml,"2. triletje, družboslovje",Gos011,Df-ucen-09037,osrednjeslovenska,-,ženski,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Ff-ucen-09039,1,SPOG-Gos011-JIosjzdrdr-np0912052335.xml,"2. triletje, družboslovje",Gos011,Ff-ucen-09039,osrednjeslovenska,-,ženski,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Mf-prof-09033,98,SPOG-Gos011-JIosjzdrdr-np0912052335.xml,"2. triletje, družboslovje",Gos011,Mf-prof-09033,"osrednjeslovenska, posavska",-,ženski,30 do 59 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Bm-anke-01520,24,SPOG-Gos086-JItvslpour-rd0904150908.xml,"PopTV, 24ur",Gos086,Bm-anke-01520,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Af-prij-05515,18,SPOG-Gos275-NZtegoprij-kk0905221951.xml,klic prijatelju,Gos275,Af-prij-05515,"goriška, osrednjeslovenska",-,ženski,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Bf-prij-05516,32,SPOG-Gos275-NZtegoprij-kk0905221951.xml,klic prijatelju,Gos275,Bf-prij-05516,"goriška, osrednjeslovenska",-,ženski,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Am-mode-05592,2,SPOG-Gos030-JIrajzakns-rd0906111405.xml,"Aktual, Na sredi",Gos030,Am-mode-05592,-,-,moški,-,"Aktual, Na sredi",radio,Gos,informativno-izobraževalni
Bm-nast-05525,5,SPOG-Gos030-JIrajzakns-rd0906111405.xml,"Aktual, Na sredi",Gos030,Bm-nast-05525,-,-,moški,-,"Aktual, Na sredi",radio,Gos,informativno-izobraževalni
Cf-mode-05533,54,SPOG-Gos030-JIrajzakns-rd0906111405.xml,"Aktual, Na sredi",Gos030,Cf-mode-05533,-,-,ženski,-,"Aktual, Na sredi",radio,Gos,informativno-izobraževalni
Am-prij-02168,18,SPOG-Gos270-NZteceprij-im0906301220.xml,klic prijatelju,Gos270,Am-prij-02168,savinjska,-,moški,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Bm-prij-02169,37,SPOG-Gos270-NZteceprij-im0906301220.xml,klic prijatelju,Gos270,Bm-prij-02169,savinjska,-,moški,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Bf-gost-07002,41,SPOG-Gos044-JIrasvkoso-rd0908250950.xml,"Koroški, intervju",Gos044,Bf-gost-07002,-,-,ženski,-,"Koroški, intervju",radio,Gos,informativno-izobraževalni
Pf-novi-01004,62,SPOG-Gos148-JRrasvkoso-rd0908250942.xml,"Koroški, intervju",Gos148,Pf-novi-01004,-,-,ženski,-,"Koroški, intervju",radio,Gos,razvedrilni
Af-novi-06518,28,SPOG-Gos132-JRrajzbejp-rd0907171248.xml,"Belvi, jutranji",Gos132,Af-novi-06518,-,-,ženski,-,"Belvi, jutranji",radio,Gos,razvedrilni
Bm-novi-06519,42,SPOG-Gos132-JRrajzbejp-rd0907171248.xml,"Belvi, jutranji",Gos132,Bm-novi-06519,-,-,moški,-,"Belvi, jutranji",radio,Gos,razvedrilni
Rm-inte-03531,36,SPOG-Gos097-JItvslpour-rd0904151207.xml,"PopTV, 24ur",Gos097,Rm-inte-03531,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Nf-inte-03523,19,SPOG-Gos093-JItvslpour-rd0904150922.xml,"PopTV, 24ur",Gos093,Nf-inte-03523,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Lf-gost-05513,262,SPOG-Gos123-JItvslslpo-rd0905270932.xml,"TVSlo, Polemika",Gos123,Lf-gost-05513,-,-,ženski,-,"TVSlo, Polemika",televizija,Gos,informativno-izobraževalni
Vm-novi-01606,2,SPOG-Gos123-JItvslslpo-rd0905270932.xml,"TVSlo, Polemika",Gos123,Vm-novi-01606,-,-,moški,-,"TVSlo, Polemika",televizija,Gos,informativno-izobraževalni
Lm-prij-09515,31,SPOG-Gos279-NZteljprij-bo1001202100.xml,klic prijatelju,Gos279,Lm-prij-09515,osrednjeslovenska,-,moški,10 do 18 let,klic prijatelju,telefon,Gos,zasebni
Sm-prij-09516,10,SPOG-Gos279-NZteljprij-bo1001202100.xml,klic prijatelju,Gos279,Sm-prij-09516,osrednjeslovenska,-,moški,10 do 18 let,klic prijatelju,telefon,Gos,zasebni
Am-prij-07167,92,SPOG-Gos258-NZosnmdopr-jg0909201830.xml,"doma, prijatelji",Gos258,Am-prij-07167,"jugovzhodna Slovenija, osrednjeslovenska",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Bm-prij-07168,27,SPOG-Gos258-NZosnmdopr-jg0909201830.xml,"doma, prijatelji",Gos258,Bm-prij-07168,"jugovzhodna Slovenija, osrednjeslovenska",-,moški,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Af-prof-02174,96,SPOG-Gos062-JIsssvpsnr-pv0911260930.xml,"poklicna strokovna, naravoslovje",Gos062,Af-prof-02174,podravska,-,ženski,30 do 59 let,"poklicna strokovna, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Em-ucen-02178,1,SPOG-Gos062-JIsssvpsnr-pv0911260930.xml,"poklicna strokovna, naravoslovje",Gos062,Em-ucen-02178,podravska,-,moški,10 do 18 let,"poklicna strokovna, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Km-ucen-02184,7,SPOG-Gos062-JIsssvpsnr-pv0911260930.xml,"poklicna strokovna, naravoslovje",Gos062,Km-ucen-02184,podravska,-,moški,10 do 18 let,"poklicna strokovna, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Gm-novi-01008,19,SPOG-Gos150-JRrasvkoso-rd0908250947.xml,"Koroški, intervju",Gos150,Gm-novi-01008,koroška,-,moški,-,"Koroški, intervju",radio,Gos,razvedrilni
Jm-inte-01009,13,SPOG-Gos150-JRrasvkoso-rd0908250947.xml,"Koroški, intervju",Gos150,Jm-inte-01009,koroška,-,moški,-,"Koroški, intervju",radio,Gos,razvedrilni
Af-mode-01010,50,SPOG-Gos153-JRrasvkost-rd0908251001.xml,"Koroški, Salter",Gos153,Af-mode-01010,-,-,ženski,-,"Koroški, Salter",radio,Gos,razvedrilni
Tf-mode-01013,14,SPOG-Gos153-JRrasvkost-rd0908251001.xml,"Koroški, Salter",Gos153,Tf-mode-01013,-,-,ženski,-,"Koroški, Salter",radio,Gos,razvedrilni
Zf-mode-01014,18,SPOG-Gos153-JRrasvkost-rd0908251001.xml,"Koroški, Salter",Gos153,Zf-mode-01014,-,-,ženski,-,"Koroški, Salter",radio,Gos,razvedrilni
Bm-pred-01107,18,SPOG-Gos208-NNteljstsv-az1009301356.xml,tajništvo,Gos208,Bm-pred-01107,osrednjeslovenska,-,moški,30 do 59 let,tajništvo,telefon,Gos,nezasebni
Am-star-02240,18,SPOG-Gos226-NZoskkdopr-np0912021058.xml,"doma, prijatelji",Gos226,Am-star-02240,posavska,-,moški,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Bf-star-02241,42,SPOG-Gos226-NZoskkdopr-np0912021058.xml,"doma, prijatelji",Gos226,Bf-star-02241,posavska,-,ženski,30 do 59 let,"doma, prijatelji",osebni stik,Gos,zasebni
Cf-otro-02242,69,SPOG-Gos226-NZoskkdopr-np0912021058.xml,"doma, prijatelji",Gos226,Cf-otro-02242,"posavska, osrednjeslovenska",-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Df-otro-02243,6,SPOG-Gos226-NZoskkdopr-np0912021058.xml,"doma, prijatelji",Gos226,Df-otro-02243,posavska,-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Af-klic-06567,3,SPOG-Gos201-NNtekrstsv-ak1007050857.xml,neformalni delovni sestanek,Gos201,Af-klic-06567,"gorenjska, osrednjeslovenska",-,ženski,18 do 34 let,neformalni delovni sestanek,telefon,Gos,nezasebni
Cf-vodj-05590,25,SPOG-Gos201-NNtekrstsv-ak1007050857.xml,neformalni delovni sestanek,Gos201,Cf-vodj-05590,osrednjeslovenska,-,ženski,18 do 34 let,neformalni delovni sestanek,telefon,Gos,nezasebni
Am-novi-02048,98,SPOG-Gos157-JRtvslpoas-rd0904220925.xml,"PopTV, As ti tud",Gos157,Am-novi-02048,-,-,moški,-,"PopTV, As ti tud",televizija,Gos,razvedrilni
Bm-novi-02049,31,SPOG-Gos157-JRtvslpoas-rd0904220925.xml,"PopTV, As ti tud",Gos157,Bm-novi-02049,-,-,moški,-,"PopTV, As ti tud",televizija,Gos,razvedrilni
Cf-gost-00510,71,SPOG-Gos157-JRtvslpoas-rd0904220925.xml,"PopTV, As ti tud",Gos157,Cf-gost-00510,-,-,ženski,-,"PopTV, As ti tud",televizija,Gos,razvedrilni
Bm-inte-01002,78,SPOG-Gos151-JRrasvkoso-rd0908250953.xml,"Koroški, intervju",Gos151,Bm-inte-01002,-,-,moški,-,"Koroški, intervju",radio,Gos,razvedrilni
Xm-novi-01001,10,SPOG-Gos151-JRrasvkoso-rd0908250953.xml,"Koroški, intervju",Gos151,Xm-novi-01001,-,-,moški,-,"Koroški, intervju",radio,Gos,razvedrilni
Pm-prij-06582,37,SPOG-Gos277-NZteljprij-at1001242200.xml,klic prijatelju,Gos277,Pm-prij-06582,osrednjeslovenska,-,moški,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Tm-prij-06583,87,SPOG-Gos277-NZteljprij-at1001242200.xml,klic prijatelju,Gos277,Tm-prij-06583,osrednjeslovenska,-,moški,18 do 34 let,klic prijatelju,telefon,Gos,zasebni
Am-pred-05665,130,SPOG-Gos006-JIfasvakhu-kk1001201128.xml,"akademski, humanistika",Gos006,Am-pred-05665,podravska,-,moški,30 do 59 let,"akademski, humanistika",osebni stik,Gos,informativno-izobraževalni
Cf-star-06564,22,SPOG-Gos230-NZoskrdodr-ak0904302200.xml,"doma, družina",Gos230,Cf-star-06564,gorenjska,-,ženski,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
If-otro-06565,73,SPOG-Gos230-NZoskrdodr-ak0904302200.xml,"doma, družina",Gos230,If-otro-06565,"gorenjska, osrednjeslovenska",-,ženski,18 do 34 let,"doma, družina",osebni stik,Gos,zasebni
Mm-novi-03001,10,SPOG-Gos076-JItvslpour-rd0904141044.xml,"PopTV, 24ur",Gos076,Mm-novi-03001,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Sf-paci-07534,23,SPOG-Gos197-NNosmbstzb-sv1007301234.xml,storitev,Gos197,Sf-paci-07534,"podravska, osrednjeslovenska",-,ženski,18 do 34 let,storitev,osebni stik,Gos,nezasebni
Zm-zdra-07535,67,SPOG-Gos197-NNosmbstzb-sv1007301234.xml,storitev,Gos197,Zm-zdra-07535,"podravska, osrednjeslovenska",-,moški,nad 60 let,storitev,osebni stik,Gos,nezasebni
Af-info-02324,17,SPOG-Gos205-NNteljstsv-az1007121324.xml,informacije,Gos205,Af-info-02324,obalno-kraška,-,ženski,18 do 34 let,informacije,telefon,Gos,nezasebni
Bf-stra-02233,41,SPOG-Gos205-NNteljstsv-az1007121324.xml,informacije,Gos205,Bf-stra-02233,osrednjeslovenska,-,ženski,18 do 34 let,informacije,telefon,Gos,nezasebni
Af-stra-05596,45,SPOG-Gos198-NNosmbtrgo-sv1006291029.xml,prodaja/trgovina,Gos198,Af-stra-05596,"podravska, osrednjeslovenska",-,ženski,18 do 34 let,prodaja/trgovina,osebni stik,Gos,nezasebni
Bm-prod-05597,28,SPOG-Gos198-NNosmbtrgo-sv1006291029.xml,prodaja/trgovina,Gos198,Bm-prod-05597,podravska,-,moški,30 do 59 let,prodaja/trgovina,osebni stik,Gos,nezasebni
Am-info-05594,68,SPOG-Gos209-NNteljstsv-np1007061052.xml,informacije,Gos209,Am-info-05594,osrednjeslovenska,-,moški,30 do 59 let,informacije,telefon,Gos,nezasebni
Bf-klic-05595,37,SPOG-Gos209-NNteljstsv-np1007061052.xml,informacije,Gos209,Bf-klic-05595,osrednjeslovenska,-,ženski,18 do 34 let,informacije,telefon,Gos,nezasebni
Af-prof-06578,19,SPOG-Gos009-JIjsnnjtns-ak0908050925.xml,jezikovni tečaj za tujce,Gos009,Af-prof-06578,"gorenjska, osrednjeslovenska",-,ženski,18 do 34 let,jezikovni tečaj za tujce,osebni stik,Gos,informativno-izobraževalni
Ef-stud-06579,2,SPOG-Gos009-JIjsnnjtns-ak0908050925.xml,jezikovni tečaj za tujce,Gos009,Ef-stud-06579,"tujina, osrednjeslovenska",-,ženski,18 do 34 let,jezikovni tečaj za tujce,osebni stik,Gos,informativno-izobraževalni
Tf-stud-06580,47,SPOG-Gos009-JIjsnnjtns-ak0908050925.xml,jezikovni tečaj za tujce,Gos009,Tf-stud-06580,"tujina, osrednjeslovenska",-,ženski,18 do 34 let,jezikovni tečaj za tujce,osebni stik,Gos,informativno-izobraževalni
Am-star-05559,49,SPOG-Gos221-NZosgododr-kk0904131700.xml,"doma, družina",Gos221,Am-star-05559,goriška,-,moški,30 do 59 let,"doma, družina",osebni stik,Gos,zasebni
Af-mode-07011,32,SPOG-Gos046-JIrasvstin-rd0908311457.xml,"Štajerski, intervju",Gos046,Af-mode-07011,-,-,ženski,-,"Štajerski, intervju",radio,Gos,informativno-izobraževalni
Bm-gost-07012,90,SPOG-Gos046-JIrasvstin-rd0908311457.xml,"Štajerski, intervju",Gos046,Bm-gost-07012,-,-,moški,-,"Štajerski, intervju",radio,Gos,informativno-izobraževalni
Em-ucen-01089,3,SPOG-Gos018-JIossvdrdr-jt0910141912.xml,"2. triletje, družboslovje",Gos018,Em-ucen-01089,pomurska,-,moški,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Lm-ucen-01096,19,SPOG-Gos018-JIossvdrdr-jt0910141912.xml,"2. triletje, družboslovje",Gos018,Lm-ucen-01096,pomurska,-,moški,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Mf-prof-01097,48,SPOG-Gos018-JIossvdrdr-jt0910141912.xml,"2. triletje, družboslovje",Gos018,Mf-prof-01097,pomurska,-,ženski,30 do 59 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Nm-ucen-01098,18,SPOG-Gos018-JIossvdrdr-jt0910141912.xml,"2. triletje, družboslovje",Gos018,Nm-ucen-01098,pomurska,-,moški,10 do 18 let,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Pn-vsiucenci-10000,0,SPOG-Gos018-JIossvdrdr-jt0910141912.xml,"2. triletje, družboslovje",Gos018,Pn-vsiucenci-10000,-,-,-,-,"2. triletje, družboslovje",osebni stik,Gos,informativno-izobraževalni
Jf-novi-04532,31,SPOG-Gos106-JItvslpour-rd0904151236.xml,"PopTV, 24ur",Gos106,Jf-novi-04532,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Af-prof-07037,62,SPOG-Gos053-JIssjzgina-bo0912020755.xml,"gimnazija, naravoslovje",Gos053,Af-prof-07037,osrednjeslovenska,-,ženski,nad 60 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Dm-ucen-07041,2,SPOG-Gos053-JIssjzgina-bo0912020755.xml,"gimnazija, naravoslovje",Gos053,Dm-ucen-07041,osrednjeslovenska,-,moški,10 do 18 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Ff-ucen-07043,4,SPOG-Gos053-JIssjzgina-bo0912020755.xml,"gimnazija, naravoslovje",Gos053,Ff-ucen-07043,osrednjeslovenska,-,ženski,10 do 18 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Jm-ucen-07047,5,SPOG-Gos053-JIssjzgina-bo0912020755.xml,"gimnazija, naravoslovje",Gos053,Jm-ucen-07047,osrednjeslovenska,-,moški,10 do 18 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Nm-ucen-07038,2,SPOG-Gos053-JIssjzgina-bo0912020755.xml,"gimnazija, naravoslovje",Gos053,Nm-ucen-07038,osrednjeslovenska,-,moški,10 do 18 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Pm-ucen-07052,5,SPOG-Gos053-JIssjzgina-bo0912020755.xml,"gimnazija, naravoslovje",Gos053,Pm-ucen-07052,osrednjeslovenska,-,moški,10 do 18 let,"gimnazija, naravoslovje",osebni stik,Gos,informativno-izobraževalni
Af-novi-02006,11,SPOG-Gos078-JItvslpour-rd0904141243.xml,"PopTV, 24ur",Gos078,Af-novi-02006,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Bf-inte-05502,9,SPOG-Gos096-JItvslpour-rd0904151004.xml,"PopTV, 24ur",Gos096,Bf-inte-05502,-,-,ženski,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Am-prof-05663,87,SPOG-Gos186-NNosmbakko-kk1001141025.xml,konzultacija,Gos186,Am-prof-05663,"podravska, savinjska, osrednjeslovenska, tujina",-,moški,30 do 59 let,konzultacija,osebni stik,Gos,nezasebni
Bf-stud-05664,63,SPOG-Gos186-NNosmbakko-kk1001141025.xml,konzultacija,Gos186,Bf-stud-05664,podravska,-,ženski,18 do 34 let,konzultacija,osebni stik,Gos,nezasebni
Mm-gost-01605,34,SPOG-Gos120-JItvslslod-rd0905280757.xml,"TVSlo, Odmevi",Gos120,Mm-gost-01605,-,-,moški,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Of-novi-01604,6,SPOG-Gos120-JItvslslod-rd0905280757.xml,"TVSlo, Odmevi",Gos120,Of-novi-01604,-,-,ženski,-,"TVSlo, Odmevi",televizija,Gos,informativno-izobraževalni
Bf-ssta-07520,60,SPOG-Gos250-NZosmbzudr-pv0908262121.xml,"zunaj doma, družina",Gos250,Bf-ssta-07520,podravska,-,ženski,nad 60 let,"zunaj doma, družina",osebni stik,Gos,zasebni
Pf-vrst-07519,32,SPOG-Gos250-NZosmbzudr-pv0908262121.xml,"zunaj doma, družina",Gos250,Pf-vrst-07519,podravska,-,ženski,18 do 34 let,"zunaj doma, družina",osebni stik,Gos,zasebni
Af-stra-02166,3,SPOG-Gos180-NNosljprdo-az1004011600.xml,storitev,Gos180,Af-stra-02166,osrednjeslovenska,-,ženski,30 do 59 let,storitev,osebni stik,Gos,nezasebni
Bm-udel-07137,155,SPOG-Gos180-NNosljprdo-az1004011600.xml,storitev,Gos180,Bm-udel-07137,"osrednjeslovenska, obalno-kraška",-,moški,30 do 59 let,storitev,osebni stik,Gos,nezasebni
Dm-anke-00027,6,SPOG-Gos105-JItvslpour-rd0904151228.xml,"PopTV, 24ur",Gos105,Dm-anke-00027,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Af-prod-02278,9,SPOG-Gos210-NNtembstpr-bb1005121510.xml,informacije,Gos210,Af-prod-02278,podravska,-,ženski,18 do 34 let,informacije,telefon,Gos,nezasebni
Bf-stra-02265,1,SPOG-Gos210-NNtembstpr-bb1005121510.xml,informacije,Gos210,Bf-stra-02265,podravska,-,ženski,18 do 34 let,informacije,telefon,Gos,nezasebni
Sm-inte-03525,10,SPOG-Gos081-JItvslpour-rd0904141249.xml,"PopTV, 24ur",Gos081,Sm-inte-03525,-,-,moški,-,"PopTV, 24ur",televizija,Gos,informativno-izobraževalni
Am-novi-02093,29,SPOG-Gos042-JIraslvaak-rd0906101455.xml,"Val202, Aktualna",Gos042,Am-novi-02093,-,-,moški,-,"Val202, Aktualna",radio,Gos,informativno-izobraževalni
Cf-gost-02095,72,SPOG-Gos042-JIraslvaak-rd0906101455.xml,"Val202, Aktualna",Gos042,Cf-gost-02095,-,-,ženski,-,"Val202, Aktualna",radio,Gos,informativno-izobraževalni
Af-prij-00507,63,SPOG-Gos262-NZospodopr-np0904280935.xml,"doma, prijatelji",Gos262,Af-prij-00507,"osrednjeslovenska, osrednjeslovenska",-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Bf-prij-00508,15,SPOG-Gos262-NZospodopr-np0904280935.xml,"doma, prijatelji",Gos262,Bf-prij-00508,"osrednjeslovenska, osrednjeslovenska",-,ženski,18 do 34 let,"doma, prijatelji",osebni stik,Gos,zasebni
Af-gost-06561,5,SPOG-Gos164-JRtvslpovp-rd0904201545.xml,"PopTV, Vzemi ali pusti",Gos164,Af-gost-06561,-,-,ženski,-,"PopTV, Vzemi ali pusti",televizija,Gos,razvedrilni
Mm-gost-09018,39,SPOG-Gos164-JRtvslpovp-rd0904201545.xml,"PopTV, Vzemi ali pusti",Gos164,Mm-gost-09018,-,-,moški,-,"PopTV, Vzemi ali pusti",televizija,Gos,razvedrilni
Tf-nast-09007,6,SPOG-Gos164-JRtvslpovp-rd0904201545.xml,"PopTV, Vzemi ali pusti",Gos164,Tf-nast-09007,-,-,ženski,-,"PopTV, Vzemi ali pusti",televizija,Gos,razvedrilni
Yn-posl-00000,1,SPOG-Gos164-JRtvslpovp-rd0904201545.xml,"PopTV, Vzemi ali pusti",Gos164,Yn-posl-00000,-,-,-,-,"PopTV, Vzemi ali pusti",televizija,Gos,razvedrilni
Zm-mode-00026,325,SPOG-Gos164-JRtvslpovp-rd0904201545.xml,"PopTV, Vzemi ali pusti",Gos164,Zm-mode-00026,-,-,moški,-,"PopTV, Vzemi ali pusti",televizija,Gos,razvedrilni
Af-udel-02265,74,SPOG-Gos194-NNosmbinst-bb1004191451.xml,storitev,Gos194,Af-udel-02265,podravska,-,ženski,18 do 34 let,storitev,osebni stik,Gos,nezasebni
Bf-udel-02266,47,SPOG-Gos194-NNosmbinst-bb1004191451.xml,storitev,Gos194,Bf-udel-02266,podravska,-,ženski,10 do 18 let,storitev,osebni stik,Gos,nezasebni
